year	month	tmax	tmin	af	rain	sun	station
2004	7	22	11.6	0	59.3	173.8	cambridge
2004	8	24	14.1	0	70.7	184.8	cambridge
2004	9	20.6	11.1	0	18.7	169.8	cambridge
2004	10	15	7.8	0	67.2	99	cambridge
2004	11	10.5	5.5	3	45.4	56.6	cambridge
2004	12	8.4	2.5	9	32.2	51.4	cambridge
2005	1	9.2	3.1	5	28.3	66.3	cambridge
2005	2	7.1	1.9	9	22.3	67	cambridge
2005	3	10.7	3.8	7	19.8	66	cambridge
2005	4	14.2	4.3	4	27.7	130.6	cambridge
2005	5	16.6	7	0	47.4	197.6	cambridge
2005	6	21.8	10.9	0	47.1	175.8	cambridge
2005	7	22	12.8	0	43.7	157.5	cambridge
2005	8	22.6	11.5	0	53.3	182.5	cambridge
2005	9	21.1	11.3	0	166.2	148.1	cambridge
2005	10	17.4	10.5	0	61.2	107.1	cambridge
2005	11	10.1	3	9	47.2	101	cambridge
2005	12	7.8	1.8	10	18	75.1	cambridge
2006	1	7	1.5	12	19.8	48.8	cambridge
2006	2	7	1.5	5	25.2	71.1	cambridge
2006	3	9	1.7	12	35.9	105.2	cambridge
2006	4	13.5	5.1	3	30.1	144.5	cambridge
2006	5	17.4	8.7	0	62.8	155.7	cambridge
2006	6	22.5	11.2	0	18.9	220.2	cambridge
2006	7	28.3	14.1	0	45.1	253.5	cambridge
2006	8	21.5	12.2	0	74.9	152.5	cambridge
2006	9	22.7	13.4	0	50	164.7	cambridge
2006	10	17.5	10.5	0	43.2	111.4	cambridge
2006	11	12.5	5.1	2	64.8	109	cambridge
2006	12	9.7	3.3	6	50.5	41	cambridge
2007	1	10.4	3.8	5	68.5	66.2	cambridge
2007	2	9.7	2.3	8	50.9	70.4	cambridge
2007	3	12.1	NA	NA	25.7	161.1	cambridge
2007	4	17.1	NA	NA	1	183.1	cambridge
2007	5	16.9	NA	NA	124.3	121.7	cambridge
2007	6	20.4	11.1	0	59	148.9	cambridge
2007	7	21.6	11	0	62.1	189.7	cambridge
2007	8	21.6	10.8	0	51.1	180.4	cambridge
2007	9	19.5	10	0	25.2	158.1	cambridge
2007	10	15.2	7.2	0	56.4	97.3	cambridge
2007	11	11.1	3.7	5	36.3	77.2	cambridge
2007	12	8.5	1.9	12	38.2	51.9	cambridge
2008	1	10.3	3.8	0	58	63.2	cambridge
2008	2	9.9	0.6	11	12.8	105.2	cambridge
2008	3	10.1	3	5	68.9	117	cambridge
2008	4	13.1	3.8	3	50.8	158.2	cambridge
2008	5	19	7.9	0	62.9	173.9	cambridge
2008	6	19.7	10.4	0	34.6	181.8	cambridge
2008	7	22.8	12.4	0	52.1	188.1	cambridge
2008	8	22.3	13.3	0	64.7	122.7	cambridge
2008	9	18.6	9.6	0	59.5	103.3	cambridge
2008	10	14.4	6.1	1	56.2	130.3	cambridge
2008	11	10.3	4.7	5	68.8	55.5	cambridge
2008	12	6.6	1.4	11	21.3	68	cambridge
2009	1	5.8	0.2	13	40.9	46.2	cambridge
2009	2	7.1	1.8	13	47.9	42.1	cambridge
2009	3	11.9	2.8	6	32.2	149.7	cambridge
2009	4	15.6	5.4	0	12.6	166.1	cambridge
2009	5	18.3	7.7	0	28.4	204	cambridge
2009	6	20.9	10.2	0	NA	NA	cambridge
2009	7	22.5	12.1	0	71	NA	cambridge
2009	8	23.6	13.1	0	58.6	NA	cambridge
2009	9	20.1	10.5	0	10	NA	cambridge
2009	10	15.7	8.3	0	32.2	NA	cambridge
2009	11	12	6.5	0	89.8	NA	cambridge
2009	12	6.2	0.6	12	63.2	NA	cambridge
2010	1	3.9	-0.4	15	46.6	NA	cambridge
2010	2	6.1	0.4	12	70.6	NA	cambridge
2010	3	10.9	2.8	9	26.2	NA	cambridge
2010	4	14.9	3.7	3	12.5	NA	cambridge
2010	5	16.5	5.9	2	28.6	NA	cambridge
2010	6	21.6	10	0	25.4	NA	cambridge
2010	7	24.6	13.8	0	10.8	NA	cambridge
2010	8	21	12.2	0	133.2	NA	cambridge
2010	9	19	10.5	0	46.4	NA	cambridge
2010	10	14.7	7.7	0	39	NA	cambridge
2010	11	8.4	3	9	22.4	NA	cambridge
2010	12	2.8	-2.7	23	19.8	NA	cambridge
2011	1	6.8	2.2	7	52.4	NA	cambridge
2011	2	9.6	4	2	28.2	NA	cambridge
2011	3	11.6	2.7	5	1.8	NA	cambridge
2011	4	18.6	6.5	0	2	NA	cambridge
2011	5	18.7	7.8	1	12.8	NA	cambridge
2011	6	20.3	9.9	0	53	NA	cambridge
2011	7	21.2	10.9	0	NA	NA	cambridge
2011	8	21.6	11.9	0	40.2	NA	cambridge
2011	9	21.2	11.3	0	31.6	NA	cambridge
2011	10	17.9	9.3	0	15.8	NA	cambridge
2011	11	13.3	6.6	2	28	NA	cambridge
2011	12	9.1	3.2	3	43	NA	cambridge
2012	1	9.1	2.8	7	39	NA	cambridge
2012	2	7	0.1	12	17.4	NA	cambridge
2012	3	13.3	2.6	5	23.4	NA	cambridge
2012	4	12.2	3.9	2	95.6	NA	cambridge
2012	5	16.9	7.9	0	42.6	NA	cambridge
2012	6	18.5	10.4	0	91.4	NA	cambridge
2012	7	21.2	12	0	101.4	NA	cambridge
2012	8	23.5	12.9	0	39.2	NA	cambridge
2012	9	19.3	8.9	0	30	NA	cambridge
2012	10	13.5	6.9	0	78.6	NA	cambridge
2012	11	10	4	2	71	NA	cambridge
2012	12	8.1	2.1	10	NA	NA	cambridge
2013	1	5.8	0.5	16	39.8	NA	cambridge
2013	2	6	0.6	9	19.6	NA	cambridge
2013	3	6.2	0.1	16	38.6	NA	cambridge
2013	4	13.2	3.4	11	26.4	NA	cambridge
2013	5	15.9	6.1	1	52	NA	cambridge
2013	6	19.2	9.7	0	14.2	NA	cambridge
2013	7	25.1	12.8	0	32.8	NA	cambridge
2013	8	23.5	13	0	48.2	NA	cambridge
2013	9	19	10	0	34.8	NA	cambridge
2013	10	16.2	9.8	0	78.2	NA	cambridge
2013	11	9.6	3.7	2	40.2	NA	cambridge
2013	12	9.7	3.1	1	36	NA	cambridge
2014	1	9.2	3.1	4	103.6	NA	cambridge
2014	2	9.8	3.8	0	61.2	NA	cambridge
2014	3	13.4	3.4	4	17.4	NA	cambridge
2014	4	15.9	6.3	2	13.8	NA	cambridge
2014	5	17.7	8.7	0	84.6	NA	cambridge
2014	6	20.8	10.7	0	44.4	NA	cambridge
2014	7	24.4	13.5	0	49.2	NA	cambridge
2014	8	21	11.8	0	126.8	NA	cambridge
2014	9	20.5	11	0	23	NA	cambridge
2014	10	17	9.9	0	67.2	NA	cambridge
2014	11	11.9	5.8	3	58.4	NA	cambridge
2014	12	8.5	2.8	8	40.2	NA	cambridge
2015	1	8	1.3	12	NA	NA	cambridge
2015	2	7.4	1.2	10	30.8	NA	cambridge
2015	3	11.1	3.1	4	19.4	NA	cambridge
2015	4	15	4.1	0	20.2	NA	cambridge
2015	5	16.5	7.5	2	NA	NA	cambridge
2015	6	20.3	9.5	0	19	NA	cambridge
2015	7	22.5	12.3	0	78.8	NA	cambridge
2015	8	22.2	12.7	0	47.4	NA	cambridge
2015	9	NA	NA	NA	NA	NA	cambridge
1957	1	8	1.6	7	70.2	59	leuchars
1957	2	6.9	0.1	15	85.7	92	leuchars
1957	3	10.4	4.6	0	38.5	78.2	leuchars
1957	4	11.9	4.5	1	11.6	164.3	leuchars
1957	5	13.2	5.6	0	32.1	200.7	leuchars
1957	6	17.7	9.1	0	18.5	246.9	leuchars
1957	7	18	11.8	0	126.2	119.8	leuchars
1957	8	17.5	11	0	78.1	129.3	leuchars
1957	9	14.6	8	0	36.9	131.5	leuchars
1957	10	13.5	6.4	0	36	93.9	leuchars
1957	11	9.2	4	4	31.8	53.4	leuchars
1957	12	7.2	1.2	9	78.8	62.9	leuchars
1958	1	5.5	-1	16	42.7	64.9	leuchars
1958	2	6.3	-0.3	14	59.4	71	leuchars
1958	3	5.5	0.1	15	103.5	110.8	leuchars
1958	4	10.8	3.4	4	43.9	155.4	leuchars
1958	5	13.4	5.9	0	50.1	214.5	leuchars
1958	6	14.7	8.9	0	60.1	123.8	leuchars
1958	7	18.3	11	0	131.3	175.9	leuchars
1958	8	17.8	10.9	0	65.7	122.4	leuchars
1958	9	17.1	10.5	0	47.6	127.3	leuchars
1958	10	14	7.2	0	38.7	143.2	leuchars
1958	11	9.6	2.7	4	16	47.4	leuchars
1958	12	6.3	1.1	8	97.2	56.8	leuchars
1959	1	4	-2.4	24	22.3	101.4	leuchars
1959	2	7.3	0.8	11	5.5	59.6	leuchars
1959	3	9.4	3.5	2	26.7	93.4	leuchars
1959	4	12.6	4.9	0	52.7	170.4	leuchars
1959	5	14.1	6.8	0	14.3	193.1	leuchars
1959	6	16.9	9.8	0	49.4	208.7	leuchars
1959	7	19.9	11.4	0	83.9	207	leuchars
1959	8	19.7	12.4	0	19.6	171.4	leuchars
1959	9	18	9	0	11.2	171.8	leuchars
1959	10	14.6	7.9	0	32.7	109.6	leuchars
1959	11	9.8	3.9	5	126.3	57.9	leuchars
1959	12	7.5	1.8	6	127.2	27.9	leuchars
1960	1	5.9	0.3	12	107.3	54.2	leuchars
1960	2	5.9	-1	18	57.1	120.3	leuchars
1960	3	7.2	3	3	42.3	78.4	leuchars
1960	4	12.7	4.9	1	50.9	131.4	leuchars
1960	5	15.7	6.6	1	44.6	209.4	leuchars
1960	6	18.4	10	0	37	221.4	leuchars
1960	7	17.8	9.8	0	79.3	156.3	leuchars
1960	8	17.8	10.1	0	109.7	161.8	leuchars
1960	9	16	8.7	0	39.4	126.7	leuchars
1960	10	12.1	7.3	0	126.1	48.1	leuchars
1960	11	8.8	1.6	10	84.9	69	leuchars
1960	12	5.4	-0.5	20	54.7	57.4	leuchars
1961	1	5.5	-0.3	15	67.4	46.3	leuchars
1961	2	9	2.5	6	41.6	81.5	leuchars
1961	3	12.4	4.1	3	19.7	131.8	leuchars
1961	4	11.4	4.4	4	63.1	108.4	leuchars
1961	5	14.3	5.5	1	19.2	203.7	leuchars
1961	6	17.8	8.6	0	25	202	leuchars
1961	7	17.6	9.8	0	83.8	156.6	leuchars
1961	8	18.3	9.4	0	96.4	171.3	leuchars
1961	9	16.8	8.9	0	63.5	108.8	leuchars
1961	10	12.8	6.1	0	74.9	117.9	leuchars
1961	11	8.1	1.4	13	33.3	78.1	leuchars
1961	12	3.9	-2.3	22	72.4	49.9	leuchars
1962	1	6.3	-0.5	14	77.9	79	leuchars
1962	2	7.6	0.9	10	19.1	94.3	leuchars
1962	3	6.2	-1.4	16	20.7	136.2	leuchars
1962	4	10.6	1.7	9	31.5	203.2	leuchars
1962	5	13.5	4.9	0	28.7	187.9	leuchars
1962	6	18.4	7.2	0	16.2	222	leuchars
1962	7	16.4	9.1	0	95.1	172.4	leuchars
1962	8	17	8.8	0	113.2	190.3	leuchars
1962	9	14.7	8.3	0	95.2	78.4	leuchars
1962	10	13.1	6.3	2	12.2	100.2	leuchars
1962	11	7.8	1.4	13	68.9	68.3	leuchars
1962	12	5.4	-1.1	20	46	49.2	leuchars
1963	1	2.8	-2.7	22	48.4	50.8	leuchars
1963	2	3.3	-3.6	23	47.9	86.8	leuchars
1963	3	8.7	1.1	9	64.2	107	leuchars
1963	4	10.6	3.3	4	44.3	147.1	leuchars
1963	5	13.4	4.5	0	31.8	214.9	leuchars
1963	6	15.8	8.8	0	60.6	156.3	leuchars
1963	7	17	9.1	0	45.3	165.1	leuchars
1963	8	16.4	9	0	143.9	97.4	leuchars
1963	9	15.8	7.5	0	54.8	158.3	leuchars
1963	10	13.5	5.5	0	29.7	109.6	leuchars
1963	11	8.5	3.3	8	193.8	51.2	leuchars
1963	12	5.9	0.4	15	13.3	47.7	leuchars
1964	1	7.1	0.7	9	19.9	53.7	leuchars
1964	2	7	0.7	10	26.8	81.1	leuchars
1964	3	6.3	1.9	5	82	49	leuchars
1964	4	11.7	4.8	2	44.8	133.4	leuchars
1964	5	14.4	6.9	0	21.7	162.4	leuchars
1964	6	17	8.2	0	79.6	215.3	leuchars
1964	7	19	10	0	22.7	199.4	leuchars
1964	8	17.6	9.6	0	68.5	146.5	leuchars
1964	9	16.2	7.7	0	57.8	150.6	leuchars
1964	10	11.8	4.2	2	32.7	82.5	leuchars
1964	11	9.3	1.9	10	19.2	76	leuchars
1964	12	5.9	-0.6	17	56.4	50.8	leuchars
1965	1	5	-0.8	17	56.7	73.6	leuchars
1965	2	6.7	0.1	11	5.6	61.7	leuchars
1965	3	7.3	0.3	13	54.6	91.4	leuchars
1965	4	11.7	2.1	3	27.6	186.8	leuchars
1965	5	13.2	5.8	1	53.4	155	leuchars
1965	6	17.1	8.9	0	77.5	178.1	leuchars
1965	7	14.9	8.3	0	87.9	125.2	leuchars
1965	8	17	8.8	0	48	156.9	leuchars
1965	9	15	8.5	0	93.1	87.2	leuchars
1965	10	12.6	6.5	2	57.2	76.7	leuchars
1965	11	6.6	0.6	16	70.8	78.6	leuchars
1965	12	4.9	-1.3	21	59.6	52.8	leuchars
1966	1	5	-0.1	12	57.4	36.7	leuchars
1966	2	5.5	-0.2	14	102	37.4	leuchars
1966	3	10.5	2.4	6	11.2	146.2	leuchars
1966	4	8.3	2.3	8	100	121.2	leuchars
1966	5	14.6	4.9	0	50.6	227.5	leuchars
1966	6	16.3	9.6	0	89.8	109.3	leuchars
1966	7	18.6	9	0	44.2	203.3	leuchars
1966	8	16	9.4	0	139.8	119	leuchars
1966	9	16.7	9.4	0	52.8	122.1	leuchars
1966	10	12.3	4.7	2	80.4	89.7	leuchars
1966	11	7.6	1.2	11	41.9	67.5	leuchars
1966	12	6.3	0.1	12	68.6	61.9	leuchars
1967	1	6.7	0.9	12	53.2	76	leuchars
1967	2	7.9	1.7	8	44.4	79.3	leuchars
1967	3	9.8	2.5	4	30.4	161.4	leuchars
1967	4	12.2	3.1	5	12.5	181.3	leuchars
1967	5	12.1	5	2	99.6	115.4	leuchars
1967	6	17.1	7.8	0	20.4	217.2	leuchars
1967	7	19.1	9.9	0	33.9	173.1	leuchars
1967	8	18.7	9.7	0	61.3	168.5	leuchars
1967	9	16.2	8.7	0	70.1	104.4	leuchars
1967	10	12.9	5.7	0	80.2	135.1	leuchars
1967	11	8.8	2	4	54.1	86.6	leuchars
1967	12	7	1.1	13	20.5	82.4	leuchars
1968	1	6.5	0.2	15	39.8	57.9	leuchars
1968	2	4.8	-1.9	20	37.8	79.2	leuchars
1968	3	9.6	1.7	10	25.7	106.6	leuchars
1968	4	10.6	2.4	11	58.9	162.4	leuchars
1968	5	11	3.9	2	113.5	117.1	leuchars
1968	6	17.3	8	0	17.8	200.4	leuchars
1968	7	16.5	10.4	0	83.2	115.9	leuchars
1968	8	17.6	9.6	0	46.8	188	leuchars
1968	9	15.6	8.6	0	66.2	100.2	leuchars
1968	10	14	7.6	1	111.9	81.7	leuchars
1968	11	8.5	2.9	6	51.5	32.5	leuchars
1968	12	6	0.2	15	39.4	36.6	leuchars
1969	1	7.2	1	11	80.5	59.2	leuchars
1969	2	3.5	-2	17	36.7	73.5	leuchars
1969	3	5.6	0	12	43.9	92.2	leuchars
1969	4	10.2	1.7	9	46.7	161.1	leuchars
1969	5	12.1	5.7	0	151.7	136.1	leuchars
1969	6	17.1	8.3	0	54	218.3	leuchars
1969	7	20.3	10.9	0	29.8	218.8	leuchars
1969	8	19.1	11	0	38.8	164.2	leuchars
1969	9	16.8	8.9	0	43.8	135.9	leuchars
1969	10	15.5	8.1	0	22.7	106.9	leuchars
1969	11	6.9	-0.3	19	56.4	89.5	leuchars
1969	12	5.9	-0.8	16	55.7	42.6	leuchars
1970	1	5.2	0	12	91.5	41.3	leuchars
1970	2	5.5	-1.2	18	41.1	128.4	leuchars
1970	3	7.8	0	15	12.8	143.1	leuchars
1970	4	10	1.5	13	24	161.2	leuchars
1970	5	14.1	6.5	0	56.8	128.1	leuchars
1970	6	16.8	8.7	0	49.8	207.6	leuchars
1970	7	17.1	9.6	0	62.8	144.4	leuchars
1970	8	17.8	10.6	0	81.5	134.4	leuchars
1970	9	16.8	9.2	0	61.5	117.3	leuchars
1970	10	12.8	5.6	1	35.4	98.2	leuchars
1970	11	8.6	2	7	102	75.9	leuchars
1970	12	6.7	1.1	11	32.2	61.9	leuchars
1971	1	6.8	1.3	13	43.9	42.6	leuchars
1971	2	8.1	1.5	7	17.3	69.6	leuchars
1971	3	9	1.1	12	27.3	102	leuchars
1971	4	10.6	3	2	59.2	150.2	leuchars
1971	5	15	5.2	0	57.5	243.1	leuchars
1971	6	14.7	7	0	34.4	142.7	leuchars
1971	7	19.5	10.4	0	77.2	222.7	leuchars
1971	8	17.8	10.2	0	60.6	136.7	leuchars
1971	9	17.5	8.9	0	9	148.2	leuchars
1971	10	14.1	6	7	37.7	121.3	leuchars
1971	11	8.9	1.8	13	57.1	85.6	leuchars
1971	12	9.8	4.1	4	15.9	28.6	leuchars
1972	1	6.1	2	7	102.6	34.1	leuchars
1972	2	6.5	0.5	11	92.9	37.5	leuchars
1972	3	8.5	1.6	6	31.1	109.5	leuchars
1972	4	12.2	4.1	0	44.3	166.5	leuchars
1972	5	13.3	5.7	0	53.6	142.6	leuchars
1972	6	15.3	6.7	0	51.4	191.1	leuchars
1972	7	18	9.4	0	19.3	200.9	leuchars
1972	8	18.1	9.3	0	38.7	169.5	leuchars
1972	9	15.8	6.9	0	4.7	131.9	leuchars
1972	10	13.9	5.4	0	13.7	99.7	leuchars
1972	11	8.6	1.3	9	37.5	74.3	leuchars
1972	12	7.6	1.1	13	54.6	38	leuchars
1973	1	6.9	1.9	6	53.4	50.3	leuchars
1973	2	7.9	0	14	4.4	113.7	leuchars
1973	3	11.2	1.4	14	7.4	148.2	leuchars
1973	4	10.8	2.5	6	33.9	170	leuchars
1973	5	12.8	5.7	1	58.7	137.6	leuchars
1973	6	18.9	9.4	0	17.5	198.4	leuchars
1973	7	19.4	10.7	0	60.6	161.5	leuchars
1973	8	18.1	9.6	0	29.2	172	leuchars
1973	9	16.6	9.1	0	33	112.8	leuchars
1973	10	12.2	4.8	2	41.9	98.8	leuchars
1973	11	8.3	1	12	14.4	93.8	leuchars
1973	12	7.1	0.6	11	61.1	59.8	leuchars
1974	1	8.4	2.3	4	86.9	50.5	leuchars
1974	2	7.8	1.4	8	55.7	73.5	leuchars
1974	3	7.2	2	7	49.2	79.9	leuchars
1974	4	9.9	2.5	7	10.6	153.7	leuchars
1974	5	14.1	5.7	0	54.8	200.4	leuchars
1974	6	16.3	7.5	0	62.6	217.4	leuchars
1974	7	17.9	9.3	0	51.1	194.7	leuchars
1974	8	18.5	9.6	0	40.8	165.7	leuchars
1974	9	14.6	6.8	1	68.3	130.7	leuchars
1974	10	10.8	4.3	2	30	79.7	leuchars
1974	11	8.8	2	8	70.7	79.6	leuchars
1974	12	9.1	3.3	4	50.1	61.1	leuchars
1975	1	8.3	1.6	10	87.5	52.2	leuchars
1975	2	6.5	1.2	9	50.1	47.3	leuchars
1975	3	7.7	0.6	10	18.7	123.8	leuchars
1975	4	11.1	3.5	7	34.8	128.3	leuchars
1975	5	12.2	3.8	1	15.7	245.2	leuchars
1975	6	17.9	7.6	0	31.7	235.5	leuchars
1975	7	19.2	11.4	0	75.4	164.9	leuchars
1975	8	20.4	12.3	0	53.1	173.4	leuchars
1975	9	15.9	7.5	1	88.3	125.5	leuchars
1975	10	13	5.9	1	25.1	88.7	leuchars
1975	11	9	2.2	8	28.1	80.7	leuchars
1975	12	8.4	2	8	13.5	70.7	leuchars
1976	1	7.3	1.3	7	58.1	56.2	leuchars
1976	2	7.2	2.2	6	34.5	55.6	leuchars
1976	3	7.4	1.5	7	64.2	109.9	leuchars
1976	4	11.3	3.6	5	33.3	130.2	leuchars
1976	5	13.7	6.7	0	68.4	129.1	leuchars
1976	6	19.3	10.2	0	10.5	195.9	leuchars
1976	7	20.2	11.5	0	32.2	223.2	leuchars
1976	8	19.5	10.3	0	11	217.7	leuchars
1976	9	15.1	9.1	0	81	85.8	leuchars
1976	10	12.6	6.3	0	148.7	80.4	leuchars
1976	11	8.4	1.2	10	44	92.1	leuchars
1976	12	3.7	-0.7	19	77	65.6	leuchars
1977	1	4.6	-1.4	18	76.4	60.5	leuchars
1977	2	5.7	-0.1	11	141.6	71.1	leuchars
1977	3	9.1	2.5	4	58.8	95.7	leuchars
1977	4	10.6	2.7	8	16.6	184.4	leuchars
1977	5	12.3	4.6	1	34.1	201.4	leuchars
1977	6	15.5	7.7	0	68.2	187.1	leuchars
1977	7	18.4	10.1	0	29.6	202.7	leuchars
1977	8	17.4	9.7	0	59.5	196	leuchars
1977	9	15.5	8.1	0	46.2	113.4	leuchars
1977	10	13.7	7.7	0	105.5	93.9	leuchars
1977	11	8.1	1.8	8	55.7	89.2	leuchars
1977	12	7.8	2.7	5	42.5	49	leuchars
1978	1	4.9	-1.3	20	103.2	59.7	leuchars
1978	2	3.8	-3.4	22	76.5	67.9	leuchars
1978	3	9.4	2.3	7	51.6	120	leuchars
1978	4	8.2	2.7	6	64.5	110.3	leuchars
1978	5	13.9	6.2	0	53.7	212.6	leuchars
1978	6	16.5	8.5	0	42.4	208.5	leuchars
1978	7	17.1	9.8	0	66.1	146	leuchars
1978	8	17.9	10.8	0	84.2	128	leuchars
1978	9	16.2	9.4	0	52.1	116.5	leuchars
1978	10	14.3	7.4	0	15.3	103.7	leuchars
1978	11	10.4	3.9	7	33.8	71.8	leuchars
1978	12	5.7	1.4	12	155.1	21	leuchars
1979	1	3	-3.5	24	44.8	72.4	leuchars
1979	2	4.1	-2	20	4.9	78.4	leuchars
1979	3	7	0.2	13	49.2	128.9	leuchars
1979	4	9.9	2.9	4	52.4	127.5	leuchars
1979	5	12.6	4.5	5	81.5	182.6	leuchars
1979	6	17	8.6	0	33.2	196.7	leuchars
1979	7	19.9	10.2	0	40.6	192.1	leuchars
1979	8	17.1	9.4	0	80.5	141.5	leuchars
1979	9	16.3	7.7	0	17.2	168.2	leuchars
1979	10	12.8	7.5	0	74.2	76.4	leuchars
1979	11	9.1	1.8	11	60.3	79.4	leuchars
1979	12	6.5	0.9	13	105.3	55.2	leuchars
1980	1	4.4	-0.3	13	65.8	46.8	leuchars
1980	2	7	1.6	9	90.8	35.7	leuchars
1980	3	7	0.4	12	80.9	89.3	leuchars
1980	4	12.5	3.6	2	4.6	201.5	leuchars
1980	5	13.9	4.6	0	20	233.3	leuchars
1980	6	17.2	9.2	0	95.8	194.5	leuchars
1980	7	17.2	9.8	0	65.4	135.9	leuchars
1980	8	18.2	10.4	0	72.3	129.3	leuchars
1980	9	16.6	9.9	0	49.7	97.1	leuchars
1980	10	11.3	4.2	4	69.4	129.2	leuchars
1980	11	8.8	3.1	8	66.8	58	leuchars
1980	12	8	2	12	55.8	42.4	leuchars
1981	1	6.9	0.2	15	23.8	66.3	leuchars
1981	2	6.4	-0.1	15	36.5	88.3	leuchars
1981	3	9.5	2.4	6	82.8	116.2	leuchars
1981	4	10.8	2.7	6	19.4	194.3	leuchars
1981	5	14	6.2	3	62.7	206.5	leuchars
1981	6	16.7	8.5	0	56.2	188.4	leuchars
1981	7	18.9	10.1	0	37.4	175	leuchars
1981	8	19.7	10.5	0	16.5	182.1	leuchars
1981	9	17.6	9.3	0	128.8	157.5	leuchars
1981	10	10.3	2.6	6	66.7	137.6	leuchars
1981	11	9.5	2.7	5	52.4	71.2	leuchars
1981	12	3.2	-3.2	22	59.5	50.3	leuchars
1982	1	4.8	-2.2	15	80.4	57.7	leuchars
1982	2	7.8	1.6	8	28.6	71	leuchars
1982	3	9.3	1.6	8	54.3	151.8	leuchars
1982	4	12.6	3.9	0	22.4	185.3	leuchars
1982	5	14.6	4.9	2	37.1	231.3	leuchars
1982	6	16	9.4	0	33.3	103.7	leuchars
1982	7	18.9	10.7	0	30.5	237.6	leuchars
1982	8	18.9	10.4	0	30.6	172.2	leuchars
1982	9	16.8	8.1	0	85.5	137.2	leuchars
1982	10	12.5	6.4	0	135.5	67.5	leuchars
1982	11	9.2	3.3	4	86	80.2	leuchars
1982	12	6.2	-0.6	14	94.2	39.5	leuchars
1983	1	8.2	2.6	6	55.6	73.3	leuchars
1983	2	4.4	-1.3	20	20.4	64	leuchars
1983	3	9.7	3.1	2	55.5	120.2	leuchars
1983	4	9.2	1.7	8	50.8	124.9	leuchars
1983	5	10.8	5.8	0	57.3	101.5	leuchars
1983	6	16	8.3	0	70.6	184.7	leuchars
1983	7	20.5	11.9	0	13.4	179.7	leuchars
1983	8	20.2	11.8	0	27	175.7	leuchars
1983	9	15.3	8.5	0	98.7	116.9	leuchars
1983	10	12.7	5.7	3	48.9	107.1	leuchars
1983	11	9.5	2.9	8	15.9	82.7	leuchars
1983	12	8.4	2.1	9	80.8	38.8	leuchars
1984	1	4.2	-1.4	20	112.7	69.4	leuchars
1984	2	6.3	0.7	9	38.5	64.9	leuchars
1984	3	7.2	1.4	7	102.1	80.6	leuchars
1984	4	10.7	2.8	8	10.2	168.7	leuchars
1984	5	13.4	4.3	4	22.7	230.5	leuchars
1984	6	17.7	9.2	0	35.5	199.4	leuchars
1984	7	20.4	11.1	0	21.3	217.6	leuchars
1984	8	20.1	10.9	0	11.3	186.9	leuchars
1984	9	15.4	8.5	0	78.1	108.1	leuchars
1984	10	13.5	5.4	0	76.9	99.5	leuchars
1984	11	9.3	4.6	3	160.9	43.8	leuchars
1984	12	7.5	2	8	52.9	51.4	leuchars
1985	1	3.9	-1.2	16	62.8	67.4	leuchars
1985	2	6.2	-0.1	13	7.8	79.1	leuchars
1985	3	7.4	0.7	11	77.7	95.3	leuchars
1985	4	11.1	3.5	2	61.7	138.4	leuchars
1985	5	13.4	5.7	0	67.2	177.2	leuchars
1985	6	15	7.5	0	65.2	179.6	leuchars
1985	7	17.8	10.4	0	95.8	150.8	leuchars
1985	8	17.4	9.3	0	101.2	178	leuchars
1985	9	15.7	8.8	0	144.7	104.8	leuchars
1985	10	14.2	6.5	0	19.7	123.7	leuchars
1985	11	6.2	-0.3	15	55	74	leuchars
1985	12	7.5	1.4	10	105	37.2	leuchars
1986	1	5.1	-0.3	16	70.7	58.8	leuchars
1986	2	2.8	-2	20	25.3	49.2	leuchars
1986	3	8.9	1.1	10	26.1	135.3	leuchars
1986	4	8.6	1.6	7	56.3	114.5	leuchars
1986	5	14	6.1	0	78.9	191.6	leuchars
1986	6	16.3	8.3	0	45.1	215.8	leuchars
1986	7	19.3	10.1	0	58.4	196.8	leuchars
1986	8	16	8.1	0	45.9	152.2	leuchars
1986	9	16	6.3	1	19.1	162.2	leuchars
1986	10	13.5	5.7	1	35.6	143.6	leuchars
1986	11	10.3	2.9	5	34	91.2	leuchars
1986	12	7.1	1.1	11	112.5	51.2	leuchars
1987	1	4.3	-1.4	19	49.4	54.3	leuchars
1987	2	6.5	-0.7	15	39.3	81.4	leuchars
1987	3	7.4	0.4	13	60.7	125.4	leuchars
1987	4	12.7	3.9	2	68.1	153.5	leuchars
1987	5	13.4	5.1	0	48	186.8	leuchars
1987	6	14.4	7.5	0	103.1	138.1	leuchars
1987	7	19	10.4	0	61.4	163.7	leuchars
1987	8	18.6	9.9	0	64.7	180	leuchars
1987	9	16.2	7.6	0	47.7	177.3	leuchars
1987	10	11.4	4.4	4	92.9	87.3	leuchars
1987	11	8.8	3.4	2	27.6	77.8	leuchars
1987	12	7.7	2.3	10	44.3	32.8	leuchars
1988	1	6.8	0.5	15	111.5	64.3	leuchars
1988	2	7.5	0.9	10	31.1	86	leuchars
1988	3	9.1	1.3	9	65.1	147.3	leuchars
1988	4	11.1	3.4	2	99.2	131.5	leuchars
1988	5	13.4	6	0	49.2	197.9	leuchars
1988	6	18	9	0	15.3	208.6	leuchars
1988	7	17.8	10.3	0	85.7	180.8	leuchars
